Stock,Quarter,Close,EPS(Q),Sales(Q),EPS(TTM),Sales(TTM),PE(TTM),Prev_EPS(Q),Prev_EPS(TTM),Prev_Sales,Prev_PE,Prev_Close,FR%,SR%,TR%,Sales%,EPS%,Return%
APOLLOHOSP.NS,2020-08-15,1707.35,-14.96,2172.0,13.629999999999999,10847.0,125.26,,,,,,,,,,,
APOLLOHOSP.NS,2020-11-15,2284.65,4.33,2761.0,11.759999999999998,10767.0,194.27,-14.96,13.629999999999999,2172.0,125.26,1707.35,-13.72,47.53,33.81,27.12,-128.94,33.81
APOLLOHOSP.NS,2021-02-15,2748.1,9.38,2760.0,14.52,10615.0,189.26,4.33,11.759999999999998,2761.0,194.27,2284.65,23.47,-3.18,20.29,-0.04,116.63,20.29
APOLLOHOSP.NS,2021-05-16,3140.95,11.67,2868.0,10.420000000000002,10561.0,301.43,9.38,14.52,2760.0,189.26,2748.1,-28.24,42.53,14.290000000000003,3.91,24.41,14.290000000000003
APOLLOHOSP.NS,2021-08-15,4064.1,34.03,3760.0,59.410000000000004,12149.0,68.41,11.67,10.420000000000002,2868.0,301.43,3140.95,470.15,-440.75,29.399999999999977,31.1,191.6,29.399999999999977
APOLLOHOSP.NS,2021-11-15,4669.5,17.23,3717.0,72.31,13105.0,64.58,34.03,59.410000000000004,3760.0,68.41,4064.1,21.71,-6.81,14.900000000000002,-1.14,-49.37,14.900000000000002
AUROPHARMA.NS,2020-08-15,879.1,13.36,5925.0,50.82,23578.0,17.3,,,,,,,,,,,
AUROPHARMA.NS,2020-11-15,852.15,13.79,6483.0,53.69,24461.0,15.87,13.36,50.82,5925.0,17.3,879.1,5.65,-8.73,-3.08,9.42,3.22,-3.08
AUROPHARMA.NS,2021-02-15,929.95,50.29,6365.0,91.94,24931.0,10.11,13.79,53.69,6483.0,15.87,852.15,71.24,-62.15,9.089999999999996,-1.82,264.68,9.089999999999996
AUROPHARMA.NS,2021-05-16,1006.7,13.68,6002.0,91.11999999999999,24775.0,11.05,50.29,91.94,6365.0,10.11,929.95,-0.89,9.21,8.32,-5.7,-72.8,8.32
AUROPHARMA.NS,2021-08-15,761.3,13.14,5702.0,90.9,24552.0,8.38,13.68,91.11999999999999,6002.0,11.05,1006.7,-0.24,-24.11,-24.349999999999998,-5.0,-3.95,-24.349999999999998
AUROPHARMA.NS,2021-11-15,687.9,11.9,5942.0,89.00999999999999,24011.0,7.73,13.14,90.9,5702.0,8.38,761.3,-2.08,-7.6,-9.68,4.21,-9.44,-9.68
DMART.NS,2020-08-15,2178.0,0.62,3883.0,16.1,22939.0,135.28,,,,,,,,,,,
DMART.NS,2020-11-15,2374.15,3.07,5306.0,14.0,22254.0,169.58,0.62,16.1,3883.0,135.28,2178.0,-13.04,22.05,9.010000000000002,36.65,395.16,9.010000000000002
DMART.NS,2021-02-15,2928.9,6.9,7542.0,14.780000000000001,22987.0,198.17,3.07,14.0,5306.0,169.58,2374.15,5.57,17.8,23.37,42.14,124.76,23.37
DMART.NS,2021-05-16,2844.65,6.39,7412.0,16.98,24143.0,167.53,6.9,14.780000000000001,7542.0,198.17,2928.9,14.88,-17.76,-2.880000000000001,-1.72,-7.39,-2.880000000000001
DMART.NS,2021-08-15,3594.55,1.47,5183.0,17.83,25443.0,201.6,6.39,16.98,7412.0,167.53,2844.65,5.01,21.35,26.36,-30.07,-77.0,26.36
DMART.NS,2021-11-15,5078.55,6.45,7789.0,21.21,27926.0,239.44,1.47,17.83,5183.0,201.6,3594.55,18.96,22.33,41.29,50.28,338.78,41.29
