Stock,Quarter,Close,EPS(Q),Sales(Q),EPS(TTM),Sales(TTM),PE(TTM),Prev_EPS(Q),Prev_EPS(TTM),Prev_Sales,Prev_PE,Prev_Close,FR%,SR%,TR%,Sales%,EPS%,Return%
HEG.NS,2020-11-15,708.0,-3.98,323.0,-98.25999999999999,1324.0,-7.21,3.71,-41.85,233.0,-18.58,777.4,134.79,-143.71,-8.920000000000016,38.63,-207.28,-8.920000000000016
HEG.NS,2021-02-15,1159.9,-0.21,320.0,-98.15,1250.0,-11.82,-3.98,-98.25999999999999,323.0,-7.21,708.0,-0.11,63.91,63.8,-0.93,-94.72,63.8
HEG.NS,2021-05-16,2110.3,-4.17,380.0,-4.6499999999999995,1256.0,-453.83,-0.21,-98.15,320.0,-11.82,1159.9,-95.26,177.2,81.93999999999998,18.75,1885.71,81.93999999999998
HEG.NS,2021-08-15,2349.4,14.71,414.0,6.35,1437.0,369.98,-4.17,-4.6499999999999995,380.0,-453.83,2110.3,-236.56,247.89,11.329999999999984,8.95,-452.76,11.329999999999984
HEG.NS,2021-11-15,2149.15,34.08,518.0,44.41,1632.0,48.39,14.71,6.35,414.0,369.98,2349.4,599.37,-607.89,-8.519999999999982,25.12,131.68,-8.519999999999982
HFCL.NS,2020-08-15,15.4,0.16,700.0,1.08,3196.0,14.26,,,,,,,,,,,
HFCL.NS,2020-11-15,16.95,0.4,1054.0,0.9700000000000001,3270.0,17.47,0.16,1.08,700.0,14.26,15.4,-10.19,20.22,10.03,50.57,150.0,10.03
HFCL.NS,2021-02-15,27.95,0.64,1277.0,1.25,3694.0,22.36,0.4,0.9700000000000001,1054.0,17.47,16.95,28.87,36.06,64.93,21.16,60.0,64.93
HFCL.NS,2021-05-16,37.2,0.66,1391.0,1.86,4422.0,20.0,0.64,1.25,1277.0,22.36,27.95,48.8,-15.71,33.089999999999996,8.93,3.13,33.089999999999996
HFCL.NS,2021-08-15,69.15,0.68,1207.0,2.38,4929.0,29.05,0.66,1.86,1391.0,20.0,37.2,27.96,57.9,85.86,-13.23,3.03,85.86
